,nominal_temperature,boundary_conditions
3221,60,"[23, 23, 23, 23, 89, 89, 89, 89, 12, 12, 12, 12, 85, 85, 85, 85, 76, 76, 76, 76, 95, 95, 95, 95, 76, 76, 76, 76, 10, 10, 10, 10, 33, 33, 33, 33]"
3222,55,"[16, 16, 16, 16, 32, 32, 32, 32, 37, 37, 37, 37, 17, 17, 17, 17, 83, 83, 83, 83, 93, 93, 93, 93, 41, 41, 41, 41, 75, 75, 75, 75, 3, 3, 3, 3]"
3223,98,"[91, 91, 91, 91, 44, 44, 44, 44, 76, 76, 76, 76, 27, 27, 27, 27, 87, 87, 87, 87, 31, 31, 31, 31, 24, 24, 24, 24, 26, 26, 26, 26, 23, 23, 23, 23]"
3224,30,"[80, 80, 80, 80, 12, 12, 12, 12, 3, 3, 3, 3, 52, 52, 52, 52, 85, 85, 85, 85, 16, 16, 16, 16, 33, 33, 33, 33, 12, 12, 12, 12, 38, 38, 38, 38]"
3225,77,"[32, 32, 32, 32, 97, 97, 97, 97, 72, 72, 72, 72, 39, 39, 39, 39, 95, 95, 95, 95, 39, 39, 39, 39, 11, 11, 11, 11, 36, 36, 36, 36, 96, 96, 96, 96]"
3226,16,"[77, 77, 77, 77, 89, 89, 89, 89, 31, 31, 31, 31, 97, 97, 97, 97, 69, 69, 69, 69, 54, 54, 54, 54, 6, 6, 6, 6, 41, 41, 41, 41, 23, 23, 23, 23]"
3227,62,"[72, 72, 72, 72, 26, 26, 26, 26, 17, 17, 17, 17, 34, 34, 34, 34, 43, 43, 43, 43, 98, 98, 98, 98, 91, 91, 91, 91, 88, 88, 88, 88, 44, 44, 44, 44]"
3228,20,"[37, 37, 37, 37, 97, 97, 97, 97, 62, 62, 62, 62, 83, 83, 83, 83, 53, 53, 53, 53, 6, 6, 6, 6, 92, 92, 92, 92, 33, 33, 33, 33, 60, 60, 60, 60]"
3229,35,"[9, 9, 9, 9, 56, 56, 56, 56, 37, 37, 37, 37, 45, 45, 45, 45, 28, 28, 28, 28, 67, 67, 67, 67, 35, 35, 35, 35, 86, 86, 86, 86, 40, 40, 40, 40]"
3230,22,"[9, 9, 9, 9, 21, 21, 21, 21, 57, 57, 57, 57, 99, 99, 99, 99, 27, 27, 27, 27, 77, 77, 77, 77, 59, 59, 59, 59, 66, 66, 66, 66, 91, 91, 91, 91]"
3231,42,"[46, 46, 46, 46, 48, 48, 48, 48, 36, 36, 36, 36, 33, 33, 33, 33, 86, 86, 86, 86, 67, 67, 67, 67, 98, 98, 98, 98, 65, 65, 65, 65, 28, 28, 28, 28]"
3232,28,"[10, 10, 10, 10, 14, 14, 14, 14, 66, 66, 66, 66, 0, 0, 0, 0, 42, 42, 42, 42, 61, 61, 61, 61, 86, 86, 86, 86, 74, 74, 74, 74, 21, 21, 21, 21]"
3233,27,"[51, 51, 51, 51, 10, 10, 10, 10, 57, 57, 57, 57, 80, 80, 80, 80, 9, 9, 9, 9, 64, 64, 64, 64, 61, 61, 61, 61, 14, 14, 14, 14, 42, 42, 42, 42]"
3234,10,"[6, 6, 6, 6, 44, 44, 44, 44, 30, 30, 30, 30, 66, 66, 66, 66, 32, 32, 32, 32, 3, 3, 3, 3, 59, 59, 59, 59, 75, 75, 75, 75, 41, 41, 41, 41]"
3235,22,"[43, 43, 43, 43, 28, 28, 28, 28, 57, 57, 57, 57, 94, 94, 94, 94, 81, 81, 81, 81, 99, 99, 99, 99, 74, 74, 74, 74, 55, 55, 55, 55, 6, 6, 6, 6]"
3236,33,"[89, 89, 89, 89, 58, 58, 58, 58, 43, 43, 43, 43, 100, 100, 100, 100, 41, 41, 41, 41, 51, 51, 51, 51, 45, 45, 45, 45, 26, 26, 26, 26, 54, 54, 54, 54]"
3237,99,"[100, 100, 100, 100, 77, 77, 77, 77, 16, 16, 16, 16, 69, 69, 69, 69, 58, 58, 58, 58, 15, 15, 15, 15, 57, 57, 57, 57, 70, 70, 70, 70, 90, 90, 90, 90]"
3238,35,"[50, 50, 50, 50, 97, 97, 97, 97, 76, 76, 76, 76, 76, 76, 76, 76, 8, 8, 8, 8, 55, 55, 55, 55, 86, 86, 86, 86, 65, 65, 65, 65, 40, 40, 40, 40]"
3239,78,"[29, 29, 29, 29, 33, 33, 33, 33, 64, 64, 64, 64, 33, 33, 33, 33, 80, 80, 80, 80, 32, 32, 32, 32, 5, 5, 5, 5, 65, 65, 65, 65, 30, 30, 30, 30]"
3240,36,"[96, 96, 96, 96, 72, 72, 72, 72, 19, 19, 19, 19, 55, 55, 55, 55, 43, 43, 43, 43, 44, 44, 44, 44, 74, 74, 74, 74, 13, 13, 13, 13, 30, 30, 30, 30]"
3241,81,"[46, 46, 46, 46, 39, 39, 39, 39, 65, 65, 65, 65, 48, 48, 48, 48, 69, 69, 69, 69, 16, 16, 16, 16, 89, 89, 89, 89, 25, 25, 25, 25, 16, 16, 16, 16]"
3242,12,"[58, 58, 58, 58, 19, 19, 19, 19, 5, 5, 5, 5, 34, 34, 34, 34, 77, 77, 77, 77, 93, 93, 93, 93, 83, 83, 83, 83, 21, 21, 21, 21, 34, 34, 34, 34]"
3243,59,"[4, 4, 4, 4, 93, 93, 93, 93, 54, 54, 54, 54, 83, 83, 83, 83, 9, 9, 9, 9, 35, 35, 35, 35, 28, 28, 28, 28, 86, 86, 86, 86, 81, 81, 81, 81]"
3244,50,"[5, 5, 5, 5, 84, 84, 84, 84, 11, 11, 11, 11, 13, 13, 13, 13, 62, 62, 62, 62, 12, 12, 12, 12, 66, 66, 66, 66, 36, 36, 36, 36, 83, 83, 83, 83]"
3245,38,"[100, 100, 100, 100, 73, 73, 73, 73, 88, 88, 88, 88, 100, 100, 100, 100, 75, 75, 75, 75, 34, 34, 34, 34, 90, 90, 90, 90, 98, 98, 98, 98, 82, 82, 82, 82]"
3246,64,"[14, 14, 14, 14, 1, 1, 1, 1, 88, 88, 88, 88, 68, 68, 68, 68, 66, 66, 66, 66, 36, 36, 36, 36, 16, 16, 16, 16, 85, 85, 85, 85, 29, 29, 29, 29]"
3247,26,"[14, 14, 14, 14, 50, 50, 50, 50, 97, 97, 97, 97, 87, 87, 87, 87, 95, 95, 95, 95, 92, 92, 92, 92, 29, 29, 29, 29, 97, 97, 97, 97, 0, 0, 0, 0]"
3248,85,"[66, 66, 66, 66, 27, 27, 27, 27, 57, 57, 57, 57, 60, 60, 60, 60, 62, 62, 62, 62, 99, 99, 99, 99, 41, 41, 41, 41, 59, 59, 59, 59, 85, 85, 85, 85]"
3249,15,"[36, 36, 36, 36, 90, 90, 90, 90, 34, 34, 34, 34, 93, 93, 93, 93, 40, 40, 40, 40, 41, 41, 41, 41, 83, 83, 83, 83, 73, 73, 73, 73, 85, 85, 85, 85]"
3250,66,"[32, 32, 32, 32, 75, 75, 75, 75, 14, 14, 14, 14, 82, 82, 82, 82, 51, 51, 51, 51, 57, 57, 57, 57, 84, 84, 84, 84, 32, 32, 32, 32, 72, 72, 72, 72]"
3251,15,"[56, 56, 56, 56, 39, 39, 39, 39, 42, 42, 42, 42, 18, 18, 18, 18, 47, 47, 47, 47, 89, 89, 89, 89, 90, 90, 90, 90, 41, 41, 41, 41, 15, 15, 15, 15]"
3252,13,"[90, 90, 90, 90, 100, 100, 100, 100, 3, 3, 3, 3, 13, 13, 13, 13, 84, 84, 84, 84, 18, 18, 18, 18, 66, 66, 66, 66, 47, 47, 47, 47, 8, 8, 8, 8]"
3253,12,"[9, 9, 9, 9, 64, 64, 64, 64, 64, 64, 64, 64, 96, 96, 96, 96, 8, 8, 8, 8, 80, 80, 80, 80, 14, 14, 14, 14, 54, 54, 54, 54, 29, 29, 29, 29]"
3254,71,"[45, 45, 45, 45, 51, 51, 51, 51, 0, 0, 0, 0, 70, 70, 70, 70, 17, 17, 17, 17, 55, 55, 55, 55, 7, 7, 7, 7, 84, 84, 84, 84, 12, 12, 12, 12]"
3255,26,"[69, 69, 69, 69, 58, 58, 58, 58, 56, 56, 56, 56, 78, 78, 78, 78, 57, 57, 57, 57, 61, 61, 61, 61, 61, 61, 61, 61, 56, 56, 56, 56, 71, 71, 71, 71]"
3256,3,"[78, 78, 78, 78, 73, 73, 73, 73, 52, 52, 52, 52, 67, 67, 67, 67, 81, 81, 81, 81, 50, 50, 50, 50, 5, 5, 5, 5, 73, 73, 73, 73, 47, 47, 47, 47]"
3257,93,"[12, 12, 12, 12, 23, 23, 23, 23, 44, 44, 44, 44, 88, 88, 88, 88, 19, 19, 19, 19, 88, 88, 88, 88, 22, 22, 22, 22, 97, 97, 97, 97, 77, 77, 77, 77]"
3258,86,"[74, 74, 74, 74, 84, 84, 84, 84, 80, 80, 80, 80, 62, 62, 62, 62, 75, 75, 75, 75, 48, 48, 48, 48, 69, 69, 69, 69, 57, 57, 57, 57, 30, 30, 30, 30]"
3259,27,"[84, 84, 84, 84, 55, 55, 55, 55, 19, 19, 19, 19, 89, 89, 89, 89, 59, 59, 59, 59, 17, 17, 17, 17, 61, 61, 61, 61, 4, 4, 4, 4, 27, 27, 27, 27]"
3260,50,"[14, 14, 14, 14, 33, 33, 33, 33, 72, 72, 72, 72, 95, 95, 95, 95, 4, 4, 4, 4, 76, 76, 76, 76, 70, 70, 70, 70, 88, 88, 88, 88, 96, 96, 96, 96]"
3261,35,"[88, 88, 88, 88, 63, 63, 63, 63, 80, 80, 80, 80, 45, 45, 45, 45, 97, 97, 97, 97, 64, 64, 64, 64, 83, 83, 83, 83, 91, 91, 91, 91, 51, 51, 51, 51]"
3262,100,"[2, 2, 2, 2, 8, 8, 8, 8, 43, 43, 43, 43, 5, 5, 5, 5, 36, 36, 36, 36, 9, 9, 9, 9, 55, 55, 55, 55, 1, 1, 1, 1, 73, 73, 73, 73]"
3263,78,"[30, 30, 30, 30, 26, 26, 26, 26, 72, 72, 72, 72, 25, 25, 25, 25, 91, 91, 91, 91, 19, 19, 19, 19, 65, 65, 65, 65, 47, 47, 47, 47, 88, 88, 88, 88]"
3264,71,"[60, 60, 60, 60, 58, 58, 58, 58, 68, 68, 68, 68, 73, 73, 73, 73, 65, 65, 65, 65, 35, 35, 35, 35, 38, 38, 38, 38, 64, 64, 64, 64, 3, 3, 3, 3]"
3265,66,"[58, 58, 58, 58, 5, 5, 5, 5, 31, 31, 31, 31, 1, 1, 1, 1, 18, 18, 18, 18, 29, 29, 29, 29, 79, 79, 79, 79, 96, 96, 96, 96, 81, 81, 81, 81]"
3266,38,"[84, 84, 84, 84, 24, 24, 24, 24, 35, 35, 35, 35, 45, 45, 45, 45, 26, 26, 26, 26, 87, 87, 87, 87, 53, 53, 53, 53, 47, 47, 47, 47, 86, 86, 86, 86]"
3267,72,"[78, 78, 78, 78, 27, 27, 27, 27, 42, 42, 42, 42, 33, 33, 33, 33, 77, 77, 77, 77, 77, 77, 77, 77, 48, 48, 48, 48, 21, 21, 21, 21, 44, 44, 44, 44]"
3268,80,"[82, 82, 82, 82, 17, 17, 17, 17, 44, 44, 44, 44, 57, 57, 57, 57, 73, 73, 73, 73, 53, 53, 53, 53, 57, 57, 57, 57, 20, 20, 20, 20, 79, 79, 79, 79]"
3269,29,"[43, 43, 43, 43, 39, 39, 39, 39, 22, 22, 22, 22, 86, 86, 86, 86, 39, 39, 39, 39, 92, 92, 92, 92, 32, 32, 32, 32, 78, 78, 78, 78, 63, 63, 63, 63]"
3270,19,"[51, 51, 51, 51, 74, 74, 74, 74, 67, 67, 67, 67, 1, 1, 1, 1, 37, 37, 37, 37, 52, 52, 52, 52, 3, 3, 3, 3, 61, 61, 61, 61, 44, 44, 44, 44]"
3271,50,"[50, 50, 50, 50, 76, 76, 76, 76, 81, 81, 81, 81, 32, 32, 32, 32, 28, 28, 28, 28, 1, 1, 1, 1, 75, 75, 75, 75, 87, 87, 87, 87, 68, 68, 68, 68]"
3272,65,"[67, 67, 67, 67, 54, 54, 54, 54, 8, 8, 8, 8, 35, 35, 35, 35, 66, 66, 66, 66, 45, 45, 45, 45, 40, 40, 40, 40, 55, 55, 55, 55, 5, 5, 5, 5]"
3273,12,"[82, 82, 82, 82, 37, 37, 37, 37, 75, 75, 75, 75, 21, 21, 21, 21, 10, 10, 10, 10, 68, 68, 68, 68, 40, 40, 40, 40, 79, 79, 79, 79, 63, 63, 63, 63]"
3274,95,"[3, 3, 3, 3, 36, 36, 36, 36, 57, 57, 57, 57, 49, 49, 49, 49, 33, 33, 33, 33, 49, 49, 49, 49, 64, 64, 64, 64, 59, 59, 59, 59, 21, 21, 21, 21]"
3275,2,"[42, 42, 42, 42, 25, 25, 25, 25, 14, 14, 14, 14, 1, 1, 1, 1, 89, 89, 89, 89, 90, 90, 90, 90, 18, 18, 18, 18, 96, 96, 96, 96, 14, 14, 14, 14]"
3276,56,"[85, 85, 85, 85, 53, 53, 53, 53, 48, 48, 48, 48, 8, 8, 8, 8, 9, 9, 9, 9, 75, 75, 75, 75, 96, 96, 96, 96, 49, 49, 49, 49, 70, 70, 70, 70]"
3277,44,"[56, 56, 56, 56, 55, 55, 55, 55, 2, 2, 2, 2, 13, 13, 13, 13, 92, 92, 92, 92, 60, 60, 60, 60, 94, 94, 94, 94, 87, 87, 87, 87, 54, 54, 54, 54]"
3278,51,"[31, 31, 31, 31, 68, 68, 68, 68, 72, 72, 72, 72, 15, 15, 15, 15, 57, 57, 57, 57, 10, 10, 10, 10, 83, 83, 83, 83, 28, 28, 28, 28, 39, 39, 39, 39]"
3279,1,"[32, 32, 32, 32, 65, 65, 65, 65, 59, 59, 59, 59, 51, 51, 51, 51, 13, 13, 13, 13, 87, 87, 87, 87, 26, 26, 26, 26, 24, 24, 24, 24, 29, 29, 29, 29]"
3280,100,"[6, 6, 6, 6, 15, 15, 15, 15, 26, 26, 26, 26, 78, 78, 78, 78, 29, 29, 29, 29, 72, 72, 72, 72, 38, 38, 38, 38, 58, 58, 58, 58, 76, 76, 76, 76]"
3281,14,"[40, 40, 40, 40, 37, 37, 37, 37, 12, 12, 12, 12, 62, 62, 62, 62, 19, 19, 19, 19, 100, 100, 100, 100, 99, 99, 99, 99, 38, 38, 38, 38, 28, 28, 28, 28]"
3282,100,"[80, 80, 80, 80, 86, 86, 86, 86, 43, 43, 43, 43, 78, 78, 78, 78, 25, 25, 25, 25, 81, 81, 81, 81, 38, 38, 38, 38, 16, 16, 16, 16, 68, 68, 68, 68]"
3283,76,"[85, 85, 85, 85, 73, 73, 73, 73, 26, 26, 26, 26, 78, 78, 78, 78, 19, 19, 19, 19, 95, 95, 95, 95, 1, 1, 1, 1, 60, 60, 60, 60, 18, 18, 18, 18]"
3284,79,"[79, 79, 79, 79, 41, 41, 41, 41, 95, 95, 95, 95, 97, 97, 97, 97, 47, 47, 47, 47, 44, 44, 44, 44, 30, 30, 30, 30, 41, 41, 41, 41, 1, 1, 1, 1]"
3285,61,"[84, 84, 84, 84, 56, 56, 56, 56, 73, 73, 73, 73, 47, 47, 47, 47, 20, 20, 20, 20, 97, 97, 97, 97, 4, 4, 4, 4, 1, 1, 1, 1, 71, 71, 71, 71]"
3286,64,"[10, 10, 10, 10, 66, 66, 66, 66, 74, 74, 74, 74, 1, 1, 1, 1, 27, 27, 27, 27, 13, 13, 13, 13, 73, 73, 73, 73, 94, 94, 94, 94, 63, 63, 63, 63]"
3287,92,"[21, 21, 21, 21, 6, 6, 6, 6, 0, 0, 0, 0, 96, 96, 96, 96, 47, 47, 47, 47, 40, 40, 40, 40, 93, 93, 93, 93, 26, 26, 26, 26, 42, 42, 42, 42]"
3288,20,"[87, 87, 87, 87, 17, 17, 17, 17, 82, 82, 82, 82, 58, 58, 58, 58, 91, 91, 91, 91, 23, 23, 23, 23, 0, 0, 0, 0, 68, 68, 68, 68, 96, 96, 96, 96]"
3289,81,"[3, 3, 3, 3, 33, 33, 33, 33, 32, 32, 32, 32, 62, 62, 62, 62, 64, 64, 64, 64, 4, 4, 4, 4, 8, 8, 8, 8, 56, 56, 56, 56, 72, 72, 72, 72]"
3290,81,"[13, 13, 13, 13, 52, 52, 52, 52, 6, 6, 6, 6, 13, 13, 13, 13, 88, 88, 88, 88, 47, 47, 47, 47, 62, 62, 62, 62, 65, 65, 65, 65, 97, 97, 97, 97]"
3291,18,"[19, 19, 19, 19, 60, 60, 60, 60, 85, 85, 85, 85, 39, 39, 39, 39, 40, 40, 40, 40, 64, 64, 64, 64, 52, 52, 52, 52, 31, 31, 31, 31, 42, 42, 42, 42]"
3292,38,"[91, 91, 91, 91, 84, 84, 84, 84, 59, 59, 59, 59, 20, 20, 20, 20, 66, 66, 66, 66, 24, 24, 24, 24, 23, 23, 23, 23, 76, 76, 76, 76, 48, 48, 48, 48]"
3293,13,"[7, 7, 7, 7, 1, 1, 1, 1, 28, 28, 28, 28, 81, 81, 81, 81, 54, 54, 54, 54, 59, 59, 59, 59, 37, 37, 37, 37, 60, 60, 60, 60, 53, 53, 53, 53]"
3294,45,"[42, 42, 42, 42, 60, 60, 60, 60, 9, 9, 9, 9, 72, 72, 72, 72, 17, 17, 17, 17, 60, 60, 60, 60, 70, 70, 70, 70, 37, 37, 37, 37, 23, 23, 23, 23]"
3295,48,"[8, 8, 8, 8, 22, 22, 22, 22, 18, 18, 18, 18, 61, 61, 61, 61, 69, 69, 69, 69, 66, 66, 66, 66, 20, 20, 20, 20, 65, 65, 65, 65, 5, 5, 5, 5]"
3296,56,"[91, 91, 91, 91, 33, 33, 33, 33, 31, 31, 31, 31, 36, 36, 36, 36, 61, 61, 61, 61, 89, 89, 89, 89, 63, 63, 63, 63, 4, 4, 4, 4, 11, 11, 11, 11]"
3297,80,"[7, 7, 7, 7, 11, 11, 11, 11, 99, 99, 99, 99, 85, 85, 85, 85, 10, 10, 10, 10, 70, 70, 70, 70, 17, 17, 17, 17, 86, 86, 86, 86, 43, 43, 43, 43]"
3298,19,"[20, 20, 20, 20, 6, 6, 6, 6, 35, 35, 35, 35, 5, 5, 5, 5, 99, 99, 99, 99, 6, 6, 6, 6, 6, 6, 6, 6, 89, 89, 89, 89, 43, 43, 43, 43]"
3299,51,"[36, 36, 36, 36, 3, 3, 3, 3, 96, 96, 96, 96, 99, 99, 99, 99, 24, 24, 24, 24, 33, 33, 33, 33, 53, 53, 53, 53, 11, 11, 11, 11, 52, 52, 52, 52]"
3300,77,"[12, 12, 12, 12, 56, 56, 56, 56, 74, 74, 74, 74, 33, 33, 33, 33, 94, 94, 94, 94, 76, 76, 76, 76, 0, 0, 0, 0, 68, 68, 68, 68, 57, 57, 57, 57]"
3301,91,"[28, 28, 28, 28, 95, 95, 95, 95, 95, 95, 95, 95, 46, 46, 46, 46, 88, 88, 88, 88, 68, 68, 68, 68, 9, 9, 9, 9, 68, 68, 68, 68, 72, 72, 72, 72]"
3302,91,"[59, 59, 59, 59, 57, 57, 57, 57, 80, 80, 80, 80, 7, 7, 7, 7, 83, 83, 83, 83, 58, 58, 58, 58, 54, 54, 54, 54, 81, 81, 81, 81, 43, 43, 43, 43]"
3303,7,"[79, 79, 79, 79, 0, 0, 0, 0, 41, 41, 41, 41, 50, 50, 50, 50, 56, 56, 56, 56, 27, 27, 27, 27, 5, 5, 5, 5, 71, 71, 71, 71, 94, 94, 94, 94]"
3304,86,"[13, 13, 13, 13, 76, 76, 76, 76, 67, 67, 67, 67, 80, 80, 80, 80, 9, 9, 9, 9, 96, 96, 96, 96, 71, 71, 71, 71, 84, 84, 84, 84, 42, 42, 42, 42]"
3305,66,"[31, 31, 31, 31, 25, 25, 25, 25, 62, 62, 62, 62, 48, 48, 48, 48, 29, 29, 29, 29, 48, 48, 48, 48, 61, 61, 61, 61, 89, 89, 89, 89, 59, 59, 59, 59]"
3306,44,"[30, 30, 30, 30, 6, 6, 6, 6, 64, 64, 64, 64, 63, 63, 63, 63, 99, 99, 99, 99, 62, 62, 62, 62, 39, 39, 39, 39, 36, 36, 36, 36, 84, 84, 84, 84]"
3307,53,"[47, 47, 47, 47, 44, 44, 44, 44, 34, 34, 34, 34, 67, 67, 67, 67, 51, 51, 51, 51, 24, 24, 24, 24, 53, 53, 53, 53, 92, 92, 92, 92, 37, 37, 37, 37]"
3308,44,"[75, 75, 75, 75, 88, 88, 88, 88, 85, 85, 85, 85, 8, 8, 8, 8, 0, 0, 0, 0, 11, 11, 11, 11, 94, 94, 94, 94, 97, 97, 97, 97, 47, 47, 47, 47]"
3309,31,"[69, 69, 69, 69, 72, 72, 72, 72, 5, 5, 5, 5, 51, 51, 51, 51, 93, 93, 93, 93, 46, 46, 46, 46, 31, 31, 31, 31, 99, 99, 99, 99, 94, 94, 94, 94]"
3310,58,"[0, 0, 0, 0, 24, 24, 24, 24, 80, 80, 80, 80, 96, 96, 96, 96, 75, 75, 75, 75, 3, 3, 3, 3, 75, 75, 75, 75, 27, 27, 27, 27, 67, 67, 67, 67]"
3311,47,"[89, 89, 89, 89, 89, 89, 89, 89, 57, 57, 57, 57, 44, 44, 44, 44, 94, 94, 94, 94, 1, 1, 1, 1, 76, 76, 76, 76, 10, 10, 10, 10, 10, 10, 10, 10]"
3312,95,"[65, 65, 65, 65, 24, 24, 24, 24, 35, 35, 35, 35, 17, 17, 17, 17, 44, 44, 44, 44, 64, 64, 64, 64, 99, 99, 99, 99, 80, 80, 80, 80, 47, 47, 47, 47]"
3313,93,"[54, 54, 54, 54, 33, 33, 33, 33, 82, 82, 82, 82, 33, 33, 33, 33, 2, 2, 2, 2, 34, 34, 34, 34, 89, 89, 89, 89, 7, 7, 7, 7, 97, 97, 97, 97]"
3314,21,"[21, 21, 21, 21, 92, 92, 92, 92, 33, 33, 33, 33, 17, 17, 17, 17, 72, 72, 72, 72, 90, 90, 90, 90, 50, 50, 50, 50, 83, 83, 83, 83, 53, 53, 53, 53]"
3315,43,"[95, 95, 95, 95, 50, 50, 50, 50, 74, 74, 74, 74, 92, 92, 92, 92, 1, 1, 1, 1, 94, 94, 94, 94, 26, 26, 26, 26, 88, 88, 88, 88, 93, 93, 93, 93]"
3316,15,"[53, 53, 53, 53, 11, 11, 11, 11, 21, 21, 21, 21, 90, 90, 90, 90, 65, 65, 65, 65, 93, 93, 93, 93, 43, 43, 43, 43, 70, 70, 70, 70, 52, 52, 52, 52]"
3317,71,"[66, 66, 66, 66, 42, 42, 42, 42, 93, 93, 93, 93, 99, 99, 99, 99, 90, 90, 90, 90, 100, 100, 100, 100, 92, 92, 92, 92, 3, 3, 3, 3, 60, 60, 60, 60]"
3318,13,"[92, 92, 92, 92, 89, 89, 89, 89, 26, 26, 26, 26, 78, 78, 78, 78, 97, 97, 97, 97, 60, 60, 60, 60, 59, 59, 59, 59, 72, 72, 72, 72, 45, 45, 45, 45]"
3319,41,"[96, 96, 96, 96, 82, 82, 82, 82, 39, 39, 39, 39, 11, 11, 11, 11, 18, 18, 18, 18, 82, 82, 82, 82, 43, 43, 43, 43, 34, 34, 34, 34, 35, 35, 35, 35]"
3320,43,"[86, 86, 86, 86, 13, 13, 13, 13, 88, 88, 88, 88, 34, 34, 34, 34, 80, 80, 80, 80, 37, 37, 37, 37, 70, 70, 70, 70, 97, 97, 97, 97, 92, 92, 92, 92]"
3321,58,"[65, 65, 65, 65, 14, 14, 14, 14, 22, 22, 22, 22, 10, 10, 10, 10, 41, 41, 41, 41, 65, 65, 65, 65, 45, 45, 45, 45, 80, 80, 80, 80, 41, 41, 41, 41]"
3322,51,"[68, 68, 68, 68, 39, 39, 39, 39, 77, 77, 77, 77, 24, 24, 24, 24, 34, 34, 34, 34, 48, 48, 48, 48, 69, 69, 69, 69, 31, 31, 31, 31, 45, 45, 45, 45]"
3323,65,"[34, 34, 34, 34, 22, 22, 22, 22, 9, 9, 9, 9, 14, 14, 14, 14, 58, 58, 58, 58, 20, 20, 20, 20, 58, 58, 58, 58, 32, 32, 32, 32, 68, 68, 68, 68]"
3324,99,"[34, 34, 34, 34, 16, 16, 16, 16, 31, 31, 31, 31, 50, 50, 50, 50, 42, 42, 42, 42, 13, 13, 13, 13, 91, 91, 91, 91, 19, 19, 19, 19, 51, 51, 51, 51]"
3325,33,"[25, 25, 25, 25, 45, 45, 45, 45, 41, 41, 41, 41, 32, 32, 32, 32, 99, 99, 99, 99, 8, 8, 8, 8, 90, 90, 90, 90, 9, 9, 9, 9, 6, 6, 6, 6]"
3326,75,"[82, 82, 82, 82, 63, 63, 63, 63, 20, 20, 20, 20, 41, 41, 41, 41, 39, 39, 39, 39, 83, 83, 83, 83, 48, 48, 48, 48, 37, 37, 37, 37, 42, 42, 42, 42]"
3327,87,"[44, 44, 44, 44, 50, 50, 50, 50, 79, 79, 79, 79, 41, 41, 41, 41, 1, 1, 1, 1, 48, 48, 48, 48, 20, 20, 20, 20, 2, 2, 2, 2, 100, 100, 100, 100]"
3328,8,"[23, 23, 23, 23, 22, 22, 22, 22, 43, 43, 43, 43, 79, 79, 79, 79, 8, 8, 8, 8, 69, 69, 69, 69, 42, 42, 42, 42, 40, 40, 40, 40, 13, 13, 13, 13]"
3329,46,"[42, 42, 42, 42, 11, 11, 11, 11, 76, 76, 76, 76, 40, 40, 40, 40, 67, 67, 67, 67, 35, 35, 35, 35, 59, 59, 59, 59, 20, 20, 20, 20, 75, 75, 75, 75]"
3330,52,"[78, 78, 78, 78, 85, 85, 85, 85, 70, 70, 70, 70, 23, 23, 23, 23, 77, 77, 77, 77, 8, 8, 8, 8, 34, 34, 34, 34, 83, 83, 83, 83, 58, 58, 58, 58]"
3331,66,"[39, 39, 39, 39, 21, 21, 21, 21, 48, 48, 48, 48, 12, 12, 12, 12, 49, 49, 49, 49, 4, 4, 4, 4, 45, 45, 45, 45, 38, 38, 38, 38, 83, 83, 83, 83]"
3332,100,"[91, 91, 91, 91, 25, 25, 25, 25, 50, 50, 50, 50, 52, 52, 52, 52, 73, 73, 73, 73, 76, 76, 76, 76, 52, 52, 52, 52, 59, 59, 59, 59, 91, 91, 91, 91]"
3333,55,"[20, 20, 20, 20, 79, 79, 79, 79, 77, 77, 77, 77, 35, 35, 35, 35, 67, 67, 67, 67, 97, 97, 97, 97, 6, 6, 6, 6, 64, 64, 64, 64, 59, 59, 59, 59]"
3334,63,"[64, 64, 64, 64, 83, 83, 83, 83, 30, 30, 30, 30, 72, 72, 72, 72, 36, 36, 36, 36, 43, 43, 43, 43, 75, 75, 75, 75, 74, 74, 74, 74, 22, 22, 22, 22]"
3335,87,"[26, 26, 26, 26, 56, 56, 56, 56, 31, 31, 31, 31, 83, 83, 83, 83, 91, 91, 91, 91, 52, 52, 52, 52, 1, 1, 1, 1, 3, 3, 3, 3, 15, 15, 15, 15]"
3336,98,"[58, 58, 58, 58, 0, 0, 0, 0, 19, 19, 19, 19, 86, 86, 86, 86, 33, 33, 33, 33, 0, 0, 0, 0, 68, 68, 68, 68, 97, 97, 97, 97, 65, 65, 65, 65]"
3337,14,"[54, 54, 54, 54, 98, 98, 98, 98, 49, 49, 49, 49, 43, 43, 43, 43, 8, 8, 8, 8, 86, 86, 86, 86, 1, 1, 1, 1, 100, 100, 100, 100, 14, 14, 14, 14]"
3338,89,"[1, 1, 1, 1, 34, 34, 34, 34, 9, 9, 9, 9, 20, 20, 20, 20, 58, 58, 58, 58, 84, 84, 84, 84, 20, 20, 20, 20, 71, 71, 71, 71, 95, 95, 95, 95]"
3339,12,"[40, 40, 40, 40, 21, 21, 21, 21, 53, 53, 53, 53, 24, 24, 24, 24, 26, 26, 26, 26, 50, 50, 50, 50, 91, 91, 91, 91, 12, 12, 12, 12, 48, 48, 48, 48]"
3340,54,"[52, 52, 52, 52, 29, 29, 29, 29, 80, 80, 80, 80, 4, 4, 4, 4, 72, 72, 72, 72, 75, 75, 75, 75, 47, 47, 47, 47, 68, 68, 68, 68, 46, 46, 46, 46]"
